date,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,Country,market_dest
2023-06-15,Monday,11.83455086,13.15241718,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Budum
2017-08-15,Bolori Stores,11.85260253,13.14149168,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,600.0,117.416634,Nigeria,Budum
2023-06-15,Baga Road,11.86795044,13.1233139,cereals and tubers,Rice (local),100 KG,actual,Retail,NGN,1127.0,174.103482,Nigeria,Bullunkutu
2017-08-15,Bolori Stores,11.85260253,13.14149168,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,600.0,117.416634,Nigeria,Bullunkutu
2023-01-15,Maiduguri,11.83110046,13.15097046,cereals and tubers,Rice (imported),100 KG,aggregate,Retail,NGN,1034.48,224.53,Nigeria,Bullunkutu
2023-06-15,Monday,11.83455086,13.15241718,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Bullunkutu
2023-06-15,Abba Gamaram,11.85818195,13.15489197,cereals and tubers,Rice (local),100 KG,actual,Retail,NGN,1120.0,173.024889,Nigeria,Bullunkutu
2017-08-15,Bolori Stores,11.85260253,13.14149168,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,600.0,117.416634,Nigeria,Baga Road
2023-06-15,Abba Gamaram,11.85818195,13.15489197,cereals and tubers,Rice (local),100 KG,actual,Retail,NGN,1120.0,173.024889,Nigeria,Baga Road
2023-06-15,Budum,11.84973431,13.16344166,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Baga Road
2023-06-15,Monday,11.83455086,13.15241718,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Baga Road
2023-01-15,Maiduguri,11.83110046,13.15097046,cereals and tubers,Rice (imported),100 KG,aggregate,Retail,NGN,1034.48,224.53,Nigeria,Baga Road
2022-05-15,Damaturu (Sunday Market),11.73976612,11.95581055,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,900.0,154.54594800000004,Nigeria,Gujba (Buni Yadi)
2023-01-15,Damaturu,11.74444008,11.96111012,cereals and tubers,Rice (local),100 KG,aggregate,Retail,NGN,477.82,103.71,Nigeria,Gujba (Buni Yadi)
2023-06-15,Gulani (Tettaba),10.8139019,11.72819233,cereals and tubers,Rice (local),100 KG,actual,Retail,NGN,1064.0,164.36757300000002,Nigeria,Gujba (Buni Yadi)
2023-01-15,Biu,10.6111002,12.19499969,cereals and tubers,Rice (local),100 KG,aggregate,Retail,NGN,413.6,89.77000000000001,Nigeria,Gujba (Buni Yadi)
2023-06-15,Potiskum,11.7072401,11.08248997,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1218.0,188.160906,Nigeria,Gujba (Buni Yadi)
2023-06-15,Budum,11.84973431,13.16344166,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Abba Gamaram
2017-08-15,Bolori Stores,11.85260253,13.14149168,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,600.0,117.416634,Nigeria,Abba Gamaram
2023-06-15,Custom,11.85070992,13.17124176,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1974.0,304.948956,Nigeria,Abba Gamaram
2021-05-15,Kusawam Shanu,11.85888672,13.17599583,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,825.0,149.03869500000002,Nigeria,Abba Gamaram
2023-06-15,Monday,11.83455086,13.15241718,cereals and tubers,Rice (imported),100 KG,actual,Retail,NGN,1792.0,276.834108,Nigeria,Abba Gamaram
